NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
LXR_Q3	LXR_Q3	Details ...	62	0.6260257	2.2286842	0.0	0.0	0.0	984	tags=19%, list=8%, signal=21%	
GGARNTKYCCA_UNKNOWN	GGARNTKYCCA_UNKNOWN	Details ...	56	0.4996971	1.8847992	0.0	0.013388009	0.046666667	1169	tags=16%, list=9%, signal=18%	
YNTTTNNNANGCARM_UNKNOWN	YNTTTNNNANGCARM_UNKNOWN	Details ...	36	0.5995443	1.8086689	0.0	0.018645003	0.09	748	tags=19%, list=6%, signal=21%	
GATA1_04	GATA1_04	Details ...	155	0.43285415	1.7954899	0.0	0.015434848	0.1	988	tags=14%, list=8%, signal=15%	
SMCHD1_TARGET_GENES	SMCHD1_TARGET_GENES	Details ...	24	0.64085186	1.7875519	0.0	0.01388125	0.10666667	1459	tags=33%, list=11%, signal=37%	
FXR_IR1_Q6	FXR_IR1_Q6	Details ...	77	0.47366893	1.742994	0.0	0.024430392	0.20333333	1707	tags=22%, list=13%, signal=25%	
E2A_Q2	E2A_Q2	Details ...	184	0.41032445	1.742321	0.0	0.020940337	0.20333333	1039	tags=13%, list=8%, signal=13%	
LXR_DR4_Q3	LXR_DR4_Q3	Details ...	74	0.4583569	1.6751726	0.0	0.039451897	0.36666667	984	tags=15%, list=8%, signal=16%	
TATA_01	TATA_01	Details ...	138	0.39158657	1.6682117	0.0	0.039310336	0.39333335	266	tags=9%, list=2%, signal=9%	
TAL1BETAE47_01	TAL1BETAE47_01	Details ...	164	0.37874338	1.6336573	0.0	0.050033137	0.49666667	1621	tags=20%, list=12%, signal=22%	
SS18_SSX1_FUSION_UNIPROT_Q8IZH1_UNREVIEWED_TARGET_GENES	SS18_SSX1_FUSION_UNIPROT_Q8IZH1_UNREVIEWED_TARGET_GENES	Details ...	73	0.44168198	1.6326894	0.0	0.04548467	0.49666667	1921	tags=26%, list=15%, signal=30%	
AREB6_04	AREB6_04	Details ...	185	0.37811866	1.6282827	0.0	0.043610368	0.50666666	1163	tags=16%, list=9%, signal=18%	
P53_DECAMER_Q2	P53_DECAMER_Q2	Details ...	189	0.38095957	1.6193482	0.0	0.043743365	0.53	748	tags=10%, list=6%, signal=11%	
ARGGGTTAA_UNKNOWN	ARGGGTTAA_UNKNOWN	Details ...	88	0.3995608	1.6181834	0.007246377	0.041370343	0.53333336	981	tags=15%, list=8%, signal=16%	
YATGNWAAT_OCT_C	YATGNWAAT_OCT_C	Details ...	228	0.3701146	1.6032617	0.0	0.046345	0.57666665	1246	tags=14%, list=10%, signal=16%	
TERT_TARGET_GENES	TERT_TARGET_GENES	Details ...	72	0.42824247	1.5871971	0.0	0.05055907	0.62	1283	tags=19%, list=10%, signal=21%	
TAL1BETAITF2_01	TAL1BETAITF2_01	Details ...	185	0.36251432	1.5768038	0.0	0.051612176	0.65	1552	tags=18%, list=12%, signal=21%	
ZNF157_TARGET_GENES	ZNF157_TARGET_GENES	Details ...	36	0.48609254	1.5724638	0.014925373	0.050146434	0.65	290	tags=8%, list=2%, signal=8%	
CTGYNNCTYTAA_UNKNOWN	CTGYNNCTYTAA_UNKNOWN	Details ...	68	0.42815474	1.5716995	0.0	0.047714047	0.65	2404	tags=28%, list=18%, signal=34%	
RP58_01	RP58_01	Details ...	144	0.3830142	1.5607316	0.007142857	0.05214516	0.69	801	tags=14%, list=6%, signal=15%	
EVI1_03	EVI1_03		33	0.51835454	1.5598096	0.03267974	0.05017478	0.6933333	1059	tags=24%, list=8%, signal=26%	
ZNF354B_TARGET_GENES	ZNF354B_TARGET_GENES		170	0.3887221	1.545733	0.006289308	0.05513718	0.74333334	2560	tags=39%, list=20%, signal=48%	
OCT1_B	OCT1_B		171	0.3711291	1.5422786	0.0	0.054337893	0.75666666	1378	tags=17%, list=11%, signal=19%	
CDX2_Q5	CDX2_Q5		169	0.3615462	1.5000975	0.0	0.07693956	0.84	1505	tags=18%, list=12%, signal=20%	
ZNF169_TARGET_GENES	ZNF169_TARGET_GENES		34	0.47648484	1.4943359	0.034722224	0.07924125	0.8433333	1880	tags=35%, list=14%, signal=41%	
AP2_Q6_01	AP2_Q6_01		223	0.36556485	1.4942223	0.0	0.07633889	0.8433333	1969	tags=26%, list=15%, signal=30%	
TFCP2_TARGET_GENES	TFCP2_TARGET_GENES		56	0.42144242	1.4853623	0.0070422534	0.079778545	0.86	1886	tags=25%, list=15%, signal=29%	
SREBP1_01	SREBP1_01		156	0.37944975	1.4820342	0.0	0.07915622	0.87	2254	tags=33%, list=17%, signal=39%	
AREB6_01	AREB6_01		187	0.33473042	1.4759898	0.0	0.081036955	0.8833333	847	tags=8%, list=7%, signal=8%	
PAX2_02	PAX2_02		190	0.3447171	1.4641016	0.0	0.08963562	0.91	1991	tags=22%, list=15%, signal=26%	
TTF1_Q6	TTF1_Q6		186	0.3426117	1.4496732	0.014492754	0.10172223	0.9433333	1845	tags=18%, list=14%, signal=21%	
E12_Q6	E12_Q6		189	0.3261371	1.4474369	0.0	0.10030505	0.95	1600	tags=15%, list=12%, signal=17%	
BRF1_TARGET_GENES	BRF1_TARGET_GENES		38	0.44170722	1.4421397	0.04375	0.101643115	0.9533333	1283	tags=16%, list=10%, signal=17%	
MTF1_Q4	MTF1_Q4		197	0.33974603	1.4388876	0.0	0.10169088	0.95666665	1470	tags=18%, list=11%, signal=20%	
FOXO1_02	FOXO1_02		191	0.33881277	1.4360087	0.007936508	0.10112389	0.95666665	1795	tags=20%, list=14%, signal=23%	
VDR_Q6	VDR_Q6		198	0.32398203	1.4350053	0.006802721	0.09896995	0.95666665	1919	tags=21%, list=15%, signal=25%	
S8_01	S8_01		153	0.34305918	1.424874	0.013793103	0.105139926	0.96	1946	tags=19%, list=15%, signal=22%	
ZNF16_TARGET_GENES	ZNF16_TARGET_GENES		62	0.40387425	1.4168843	0.030075189	0.10912439	0.9633333	2355	tags=34%, list=18%, signal=41%	
