"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050727","GO:0050727","regulation of inflammatory response","23/224","372/23328",1.72308029497127e-12,5.89121152850678e-09,4.30407319996508e-09,"Il1r2/Ctsc/Pglyrp1/Grn/Lpl/Metrnl/Cd44/Cd200r4/Cd81/Ctss/Tnfaip3/Tgm2/Cx3cr1/Nfkbiz/Zfp36/Nfkbia/Lilra5/Igf1/Socs3/Ace/Fabp4/Spn/Fgfr1",23
"GO:0002683","GO:0002683","negative regulation of immune system process","22/224","462/23328",8.0394781060158e-10,7.67413815925482e-07,5.60666549219122e-07,"Fgr/Ceacam1/Pglyrp1/Samsn1/Grn/Cd44/Ezr/Mmp12/Axl/Tnfaip3/Dusp1/Zfp36/Gpr171/Nfkbia/Cd74/H2-Ab1/Igf1/H2-Aa/Tmem176a/Tmem176b/Spn/Zfp36l1",22
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","17/224","265/23328",8.71780154456567e-10,7.67413815925482e-07,5.60666549219122e-07,"Ceacam1/Itga4/Cd244a/Gcnt2/Cd44/Cd81/Nfkbiz/H2-DMa/Aif1/F11r/Cd74/Cd83/H2-Ab1/Igf1/H2-Aa/Spn/Itgal",17
"GO:1903706","GO:1903706","regulation of hemopoiesis","21/224","424/23328",9.85347851793472e-10,7.67413815925482e-07,5.60666549219122e-07,"Ceacam1/Pglyrp1/Dcstamp/Cd44/Rab7b/Axl/Jun/Nfkbiz/H2-DMa/Fos/Pim1/Zfp36/Gpr171/Nfkbia/Cd74/Cd83/H2-Aa/Tmem176a/Tmem176b/Ace/Zfp36l1",21
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","19/224","345/23328",1.12227817479597e-09,7.67413815925482e-07,5.60666549219122e-07,"Ceacam1/Itga4/Cd244a/Cd44/Cd81/Cx3cr1/Nfkbiz/H2-DMa/Aif1/F11r/Cd74/Cd83/H2-Ab1/Igf1/H2-Aa/Stk10/Spn/Itgal/Pecam1",19
"GO:0050900","GO:0050900","leukocyte migration","19/224","360/23328",2.26789546327742e-09,1.29232243149092e-06,9.44160690238127e-07,"Itga4/Ccl9/Cd81/Ccl6/Cx3cr1/Pde4b/Cd9/Aif1/Ccl22/Dusp1/F11r/Cxcl16/Cd74/Stk10/Slc12a2/Spn/Itgal/Pecam1/Eps8",19
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","19/224","372/23328",3.88244329003732e-09,1.74827761576824e-06,1.27727799209311e-06,"Ceacam1/Itga4/Uhrf1/Hmgn1/Glul/Grn/Aldh1a2/Mmp12/Ccnd1/Ccnd2/Tnfaip3/Jun/Tgfbr1/Nr4a1/Zfp36/Dab2/Igf1/Zfp36l1/Fgfr1",19
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","15/224","221/23328",4.09560112178285e-09,1.74827761576824e-06,1.27727799209311e-06,"Ceacam1/Itga4/Cd244a/Cd44/Cd81/Nfkbiz/H2-DMa/Aif1/Cd74/Cd83/H2-Ab1/Igf1/H2-Aa/Spn/Itgal",15
"GO:0072676","GO:0072676","lymphocyte migration","11/224","103/23328",4.60207620412815e-09,1.74827761576824e-06,1.27727799209311e-06,"Itga4/Ccl9/Ccl6/Aif1/Ccl22/F11r/Cxcl16/Stk10/Slc12a2/Spn/Itgal",11
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","6/224","16/23328",5.41736297543442e-09,1.85219640130103e-06,1.35320024639009e-06,"Ctss/H2-DMa/Cd74/H2-Eb1/H2-Ab1/H2-Aa",6
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","20/224","427/23328",6.48790748869067e-09,2.0165596094394e-06,1.47328272446536e-06,"Ceacam1/Itga4/Cd244a/Gcnt2/Cd44/Epcam/Cd81/Tnfaip3/Cd9/Nfkbiz/H2-DMa/Aif1/F11r/Cd74/Cd83/H2-Ab1/Igf1/H2-Aa/Spn/Itgal",20
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","15/224","233/23328",8.39187303402725e-09,2.16504588387712e-06,1.58176563859559e-06,"Itm2b/Lmna/Traf1/Mcl1/Tnfaip3/Cx3cr1/Atf3/Tgfbr1/Bcl2a1d/Bcl2a1a/Bcl2a1b/Skil/Dab2/Igf1/Fgfr1",15
"GO:0034341","GO:0034341","response to interferon-gamma","12/224","137/23328",8.85648397517297e-09,2.16504588387712e-06,1.58176563859559e-06,"Ccl9/Zyx/Actg1/Gsn/Rab7b/Ccl6/Ccl22/Cxcl16/Mrc1/H2-Eb1/H2-Ab1/H2-Aa",12
"GO:0045785","GO:0045785","positive regulation of cell adhesion","20/224","435/23328",8.86535313667143e-09,2.16504588387712e-06,1.58176563859559e-06,"Ceacam1/Itga4/Cd244a/Gcnt2/Flna/Cd44/Cd81/Tgm2/Nfkbiz/H2-DMa/Aif1/F11r/Cd74/Cd83/Dab2/H2-Ab1/Igf1/H2-Aa/Spn/Itgal",20
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","20/224","442/23328",1.15827429197532e-08,2.64009320284242e-06,1.92883150516311e-06,"Ceacam1/Ccnd1/Tiam1/Gadd45b/Cd81/Cdkn1a/Ccnd2/Tnfaip3/Dusp5/Ccnl1/Tgfbr1/Dusp1/Pim1/Cd74/Dab2/Igf1/Zeb2/Trf/Dusp16/Fgfr1",20
