"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04114","mmu04114","Oocyte meiosis","11/50","121/8942",4.20814682267979e-11,2.64600140152868e-09,2.27885288169934e-09,"Aurka/Ccnb1/Fbxo5/Plk1/Sgo1/Bub1/Cdc20/Mad2l1/Cdk1/Ccnb2/Ccne2",11
"mmu04110","mmu04110","Cell cycle","11/50","125/8942",6.01363954892881e-11,2.64600140152868e-09,2.27885288169934e-09,"Ccnb1/Plk1/Bub1b/Ccna2/Bub1/Cdc20/Mad2l1/Cdk1/Ccnb2/Cdc45/Ccne2",11
"mmu04914","mmu04914","Progesterone-mediated oocyte maturation","9/50","92/8942",1.53748561156992e-09,4.50995779393845e-08,3.8841741765977e-08,"Aurka/Ccnb1/Plk1/Ccna2/Kif22/Bub1/Mad2l1/Cdk1/Ccnb2",9
"mmu04115","mmu04115","p53 signaling pathway","5/50","72/8942",4.70111825492991e-05,0.00103424601608458,0.000890738195670931,"Ccnb1/Cdk1/Ccnb2/Rrm2/Ccne2",5
"mmu00240","mmu00240","Pyrimidine metabolism","4/50","58/8942",0.000293870946164783,0.00517212865250019,0.00445446486818198,"Rrm2/Tyms/Rrm1/Dut",4
"mmu04218","mmu04218","Cellular senescence","6/50","184/8942",0.000524024820989401,0.00768569737451121,0.00661926089670822,"Ccnb1/Ccna2/Foxm1/Cdk1/Ccnb2/Ccne2",6
"mmu05222","mmu05222","Small cell lung cancer","4/50","93/8942",0.00175199800396897,0.0220251177641813,0.0189690009452279,"Fn1/Cks1b/Itga6/Ccne2",4
"mmu05166","mmu05166","Human T-cell leukemia virus 1 infection","6/50","250/8942",0.00254923030669296,0.0264569803139176,0.0227859160598333,"Bub1b/Ccna2/Cdc20/Mad2l1/Ccnb2/Ccne2",6
"mmu05132","mmu05132","Salmonella infection","6/50","253/8942",0.00270582753210521,0.0264569803139176,0.0227859160598333,"Gapdh/Txn1/Anxa2/Tubb4b/S100a10/Ptprc",6
"mmu04512","mmu04512","ECM-receptor interaction","3/50","88/8942",0.0129380443368964,0.113854790164689,0.0980567570796361,"Fn1/Hmmr/Itga6",3
