"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007059","GO:0007059","chromosome segregation","50/127","324/23328",7.39231834058351e-60,1.31583266462386e-56,1.08083475527058e-56,"Ube2c/Aurkb/Racgap1/Ccnb1/Fbxo5/Kif18b/Spc25/Prc1/Knl1/Dlgap5/Kif23/Incenp/Plk1/Cenpf/Bub1b/Nusap1/Ect2/Tacc3/Kif22/Cenpw/Cdca2/Top2a/Sgo1/Knstrn/Ncaph/Bub1/Cdc20/Mad2l1/Ncapd2/Spag5/Ska1/Kif14/Nuf2/Cdca8/Ncapg/Esco2/Cdca5/Kif4/Cenpe/Mki67/Birc5/Ndc80/Kif2c/Cit/Sgo2a/Cenpk/Smc4/Ccne2/Smc2/Cenph",50
"GO:0098813","GO:0098813","nuclear chromosome segregation","43/127","262/23328",2.754484386559e-52,1.74869825364137e-49,1.43639377546296e-49,"Ube2c/Aurkb/Racgap1/Ccnb1/Fbxo5/Kif18b/Prc1/Knl1/Kif23/Incenp/Plk1/Cenpf/Bub1b/Nusap1/Ect2/Tacc3/Kif22/Top2a/Sgo1/Knstrn/Ncaph/Bub1/Cdc20/Mad2l1/Ncapd2/Spag5/Kif14/Nuf2/Cdca8/Ncapg/Esco2/Cdca5/Kif4/Cenpe/Birc5/Ndc80/Kif2c/Cit/Sgo2a/Cenpk/Smc4/Ccne2/Smc2",43
"GO:0000819","GO:0000819","sister chromatid segregation","39/127","181/23328",2.94724424771017e-52,1.74869825364137e-49,1.43639377546296e-49,"Ube2c/Aurkb/Racgap1/Ccnb1/Fbxo5/Kif18b/Prc1/Kif23/Incenp/Plk1/Bub1b/Nusap1/Tacc3/Kif22/Top2a/Sgo1/Knstrn/Ncaph/Bub1/Cdc20/Mad2l1/Ncapd2/Spag5/Kif14/Nuf2/Cdca8/Ncapg/Esco2/Cdca5/Kif4/Cenpe/Birc5/Ndc80/Kif2c/Cit/Sgo2a/Cenpk/Smc4/Smc2",39
"GO:0140014","GO:0140014","mitotic nuclear division","43/127","268/23328",7.78367616987339e-52,2.91104464843587e-49,2.39115376503691e-49,"Ube2c/Aurka/Aurkb/Racgap1/Ccnb1/Fbxo5/Kif18b/Prc1/Kif23/Incenp/Plk1/Kif11/Bub1b/Nusap1/Tacc3/Kif22/Sgo1/Knstrn/Ncaph/Bub1/Tpx2/Cdc20/Mad2l1/Ncapd2/Spag5/Kif14/Nuf2/Cdca8/Ncapg/Cdca5/Kif4/Cenpe/Mki67/Birc5/Kifc1/Ndc80/Kif20b/Kif2c/Cit/Sgo2a/Cenpk/Smc4/Smc2",43
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","37/127","151/23328",8.17709170908951e-52,2.91104464843587e-49,2.39115376503691e-49,"Ube2c/Aurkb/Racgap1/Ccnb1/Fbxo5/Kif18b/Prc1/Kif23/Incenp/Plk1/Bub1b/Nusap1/Tacc3/Kif22/Sgo1/Knstrn/Ncaph/Bub1/Cdc20/Mad2l1/Ncapd2/Spag5/Kif14/Nuf2/Cdca8/Ncapg/Cdca5/Kif4/Cenpe/Birc5/Ndc80/Kif2c/Cit/Sgo2a/Cenpk/Smc4/Smc2",37
"GO:0000280","GO:0000280","nuclear division","46/127","418/23328",9.42580064579546e-48,2.79632085825265e-45,2.2969187889491e-45,"Ube2c/Aurka/Aurkb/Racgap1/Ccnb1/Fbxo5/Kif18b/Prc1/Kif23/Incenp/Plk1/Kif11/Bub1b/Nusap1/Tacc3/Kif22/Top2a/Sgo1/Knstrn/Ncaph/Bub1/Tpx2/Cdc20/Mad2l1/Ncapd2/Spag5/Kif14/Aspm/Nuf2/Cdca8/Ncapg/Cdca5/Kif4/Cenpe/Mki67/Birc5/Kifc1/Ndc80/Kif20b/Kif2c/Cit/Sgo2a/Cenpk/Smc4/Ccne2/Smc2",46
"GO:0048285","GO:0048285","organelle fission","47/127","472/23328",9.12430237720372e-47,2.32017974734609e-44,1.90581293262195e-44,"Mtfr2/Ube2c/Aurka/Aurkb/Racgap1/Ccnb1/Fbxo5/Kif18b/Prc1/Kif23/Incenp/Plk1/Kif11/Bub1b/Nusap1/Tacc3/Kif22/Top2a/Sgo1/Knstrn/Ncaph/Bub1/Tpx2/Cdc20/Mad2l1/Ncapd2/Spag5/Kif14/Aspm/Nuf2/Cdca8/Ncapg/Cdca5/Kif4/Cenpe/Mki67/Birc5/Kifc1/Ndc80/Kif20b/Kif2c/Cit/Sgo2a/Cenpk/Smc4/Ccne2/Smc2",47
"GO:0007051","GO:0007051","spindle organization","27/127","179/23328",1.58961081516855e-31,3.53688406375002e-29,2.90522292403831e-29,"Aurka/Aurkb/Racgap1/Ccnb1/Fbxo5/Spc25/Prc1/Dlgap5/Kif23/Incenp/Plk1/Kif11/Tacc3/Cenpw/Knstrn/Tpx2/Cdc20/Spag5/Aspm/Nuf2/Kif4/Cenpe/Birc5/Kifc1/Ndc80/Stmn1/Cenph",27
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","24/127","142/23328",2.55958165243925e-29,5.06228371260207e-27,4.15819756168201e-27,"Aurka/Aurkb/Racgap1/Ccnb1/Spc25/Prc1/Cenpa/Dlgap5/Kif23/Plk1/Kif11/Nusap1/Tacc3/Tpx2/Cdc20/Mad2l1/Nuf2/Kif4/Cenpe/Birc5/Kifc1/Ndc80/Stmn1/Cenph",24
"GO:0051983","GO:0051983","regulation of chromosome segregation","21/127","103/23328",1.42362287280269e-27,2.53404871358878e-25,2.08148649507677e-25,"Ube2c/Aurkb/Racgap1/Ccnb1/Fbxo5/Plk1/Bub1b/Ect2/Tacc3/Knstrn/Bub1/Mad2l1/Spag5/Cdca5/Cenpe/Mki67/Birc5/Ndc80/Kif2c/Cit/Sgo2a",21
