"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097529","GO:0097529","myeloid leukocyte migration","10/72","219/23328",1.39698733416005e-09,2.1614338865807e-06,1.65016912575006e-06,"Gpr35/Sell/Thbs1/Plcb1/Prtn3/Lgals3/Ccr2/Itga1/Trem1/Trem3",10
"GO:0045123","GO:0045123","cellular extravasation","7/72","72/23328",2.48440676618471e-09,2.1614338865807e-06,1.65016912575006e-06,"Sell/Plcb1/Prtn3/Ccr2/Itga1/Trem1/Trem3",7
"GO:0050900","GO:0050900","leukocyte migration","11/72","360/23328",1.3234777771879e-08,7.67617110768984e-06,5.86045247302152e-06,"Gpr35/Sell/Thbs1/Plcb1/Coro1a/Prtn3/Lgals3/Ccr2/Itga1/Trem1/Trem3",11
"GO:0030595","GO:0030595","leukocyte chemotaxis","9/72","219/23328",2.44957795685673e-08,1.06556641123268e-05,8.13517731987682e-06,"Gpr35/Sell/Thbs1/Coro1a/Lgals3/Ccr2/Itga1/Trem1/Trem3",9
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","11/72","418/23328",6.0776176747929e-08,2.11501095082793e-05,1.61472705380813e-05,"Sell/Ifi204/Thbs1/Cebpb/Fcgr1/Irf7/Lamp1/Mmp8/Ccr2/Trem3/C3",11
"GO:0060337","GO:0060337","type I interferon signaling pathway","5/72","40/23328",1.47117670654228e-07,3.63699805802676e-05,2.77670390153041e-05,"Samhd1/Ifitm2/Ifitm3/Ifitm6/Irf7",5
"GO:0071357","GO:0071357","cellular response to type I interferon","5/72","40/23328",1.47117670654228e-07,3.63699805802676e-05,2.77670390153041e-05,"Samhd1/Ifitm2/Ifitm3/Ifitm6/Irf7",5
"GO:0042742","GO:0042742","defense response to bacterium","11/72","464/23328",1.73716998466372e-07,3.63699805802676e-05,2.77670390153041e-05,"Slpi/Cebpb/Fcgr1/Plac8/Clec4d/Clec4e/Lyz2/Hp/Trem1/Trem3/Mpeg1",11
"GO:0031349","GO:0031349","positive regulation of defense response","9/72","278/23328",1.88120589208281e-07,3.63699805802676e-05,2.77670390153041e-05,"Ifi204/Cebpb/Fcgr1/Irf7/Lamp1/Mmp8/Ccr2/Trem3/C3",9
"GO:0034340","GO:0034340","response to type I interferon","5/72","45/23328",2.69911223402118e-07,4.69645528719685e-05,3.58555751508919e-05,"Samhd1/Ifitm2/Ifitm3/Ifitm6/Irf7",5
"GO:0060326","GO:0060326","cell chemotaxis","9/72","303/23328",3.8835030589908e-07,6.14299574785817e-05,4.68993383774774e-05,"Gpr35/Sell/Thbs1/Coro1a/Lgals3/Ccr2/Itga1/Trem1/Trem3",9
"GO:0097530","GO:0097530","granulocyte migration","7/72","155/23328",5.11917279736428e-07,7.4228005561782e-05,5.66701409673133e-05,"Sell/Thbs1/Prtn3/Lgals3/Itga1/Trem1/Trem3",7
"GO:0035455","GO:0035455","response to interferon-alpha","4/72","24/23328",8.45744432649444e-07,0.000113199639446926,8.64234391905748e-05,"Ifi204/Ifitm2/Ifitm3/Ifitm6",4
"GO:0001819","GO:0001819","positive regulation of cytokine production","10/72","449/23328",1.16631862742612e-06,0.000144956743694389,0.000110668729910659,"Ifi204/Thbs1/Plcb1/Cebpb/Clec4e/Irf7/Rgcc/Mmp8/Ccr2/C3",10
"GO:1990266","GO:1990266","neutrophil migration","6/72","124/23328",2.34233794830331e-06,0.000271711202003184,0.000207440736193599,"Sell/Prtn3/Lgals3/Itga1/Trem1/Trem3",6
"GO:0071621","GO:0071621","granulocyte chemotaxis","6/72","126/23328",2.57096511077951e-06,0.000279592455797271,0.000213457761171298,"Sell/Thbs1/Lgals3/Itga1/Trem1/Trem3",6
"GO:0001906","GO:0001906","cell killing","7/72","200/23328",2.81816032514251e-06,0.000288446997985175,0.000220217853271198,"Fcgr1/Coro1a/Lamp1/Lgals3/Trem1/Trem3/C3",7
"GO:0098926","GO:0098926","postsynaptic signal transduction","4/72","46/23328",1.23390508868592e-05,0.00119277491906305,0.000910636387088671,"Plcb1/Nrg1/Ly6e/Ly6c2",4
