"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050727","GO:0050727","regulation of inflammatory response","28/260","372/23328",1.81478051823089e-15,4.10411096144347e-12,2.83616206986361e-12,"Cd24a/Il1b/Siglecg/Adam8/Il1rl1/Il1r2/Ctsc/Pglyrp1/Grn/Lpl/Metrnl/Cd44/Cd200r4/Cd81/Ctss/Tnfaip3/Tgm2/Cx3cr1/Nfkbiz/Zfp36/Nfkbia/Lilra5/Igf1/Socs3/Ace/Fabp4/Spn/Fgfr1",28
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","27/260","345/23328",2.27621289133084e-15,4.10411096144347e-12,2.83616206986361e-12,"Itgb7/Cd24a/Il1b/Dpp4/Nr4a3/Tnfsf9/Adam8/Malt1/Ceacam1/Itga4/Cd244a/Cd44/Cd81/Cx3cr1/Nfkbiz/H2-DMa/Aif1/F11r/Cd74/Cd83/H2-Ab1/Igf1/H2-Aa/Stk10/Spn/Itgal/Pecam1",27
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","24/260","265/23328",3.41345519388145e-15,4.10411096144347e-12,2.83616206986361e-12,"Cd24a/Il1b/Dpp4/Nr4a3/Tnfsf9/Adam8/Malt1/Ceacam1/Itga4/Cd244a/Gcnt2/Cd44/Cd81/Nfkbiz/H2-DMa/Aif1/F11r/Cd74/Cd83/H2-Ab1/Igf1/H2-Aa/Spn/Itgal",24
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","22/260","221/23328",7.07538331144139e-15,6.38022690109227e-12,4.409080968814e-12,"Cd24a/Il1b/Dpp4/Nr4a3/Tnfsf9/Adam8/Malt1/Ceacam1/Itga4/Cd244a/Cd44/Cd81/Nfkbiz/H2-DMa/Aif1/Cd74/Cd83/H2-Ab1/Igf1/H2-Aa/Spn/Itgal",22
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","9/260","16/23328",2.46928478581858e-14,1.78134204448952e-11,1.23100344690914e-11,"H2-DMb2/H2-Oa/H2-DMb1/Ctss/H2-DMa/Cd74/H2-Eb1/H2-Ab1/H2-Aa",9
"GO:0050900","GO:0050900","leukocyte migration","26/260","360/23328",5.12526387492235e-14,3.08113779947415e-11,2.12923243084493e-11,"Itgb7/Cd24a/Jaml/Ccl17/Il1b/Dpp4/Adam8/Itga4/Ccl9/Cd81/Ccl6/Cx3cr1/Pde4b/Cd9/Aif1/Ccl22/Dusp1/F11r/Cxcl16/Cd74/Stk10/Slc12a2/Spn/Itgal/Pecam1/Eps8",26
"GO:0001819","GO:0001819","positive regulation of cytokine production","28/260","449/23328",1.99167760174514e-13,1.0262830156421e-10,7.09216926456014e-11,"Wnt11/Il1b/Nr4a3/Tnfsf9/Adam8/Cd226/Malt1/Il1rl1/Fgr/Cd244a/Lpl/Cd2/Mmp12/Rab7b/Cd81/Pde4b/Cd14/Aif1/Scimp/Rel/Cd74/Cd300c2/Lilra5/Pou2f2/Cd83/Egr1/Ltb/Cd209d",28
"GO:0050863","GO:0050863","regulation of T cell activation","24/260","321/23328",2.37539363474081e-13,1.07100560506376e-10,7.4012264829819e-11,"Cd24a/Lmo1/Il1b/Cd209a/H2-Oa/Dpp4/Tnfsf9/Adam8/Malt1/Ceacam1/Cd244a/Cd44/Gsn/Cd81/Nfkbiz/H2-DMa/Aif1/Cd74/Cd83/H2-Ab1/Igf1/H2-Aa/Spn/Itgal",24
"GO:1903706","GO:1903706","regulation of hemopoiesis","27/260","424/23328",3.35455988510046e-13,1.20166257190366e-10,8.30413660650453e-11,"Cd24a/Il1b/H2-Oa/Tnfsf9/Adam8/Malt1/Ceacam1/Pglyrp1/Dcstamp/Cd44/Rab7b/Axl/Jun/Nfkbiz/H2-DMa/Fos/Pim1/Zfp36/Gpr171/Nfkbia/Cd74/Cd83/H2-Aa/Tmem176a/Tmem176b/Ace/Zfp36l1",27
"GO:0050867","GO:0050867","positive regulation of cell activation","29/260","496/23328",3.64824956614118e-13,1.20166257190366e-10,8.30413660650453e-11,"Cd24a/Il1b/Dpp4/Nr4a3/Tnfsf9/Adam8/Cd226/Malt1/Il1rl1/Fgr/Ceacam1/Ctsc/Cd244a/Cd81/Axl/Cdkn1a/Nfkbiz/H2-DMa/Aif1/F11r/Cd74/Lilra5/Cd83/H2-Ab1/Igf1/H2-Aa/Spn/Itgal/Fgfr1",29
"GO:0022407","GO:0022407","regulation of cell-cell adhesion","27/260","427/23328",3.96446569121894e-13,1.20166257190366e-10,8.30413660650453e-11,"Cd24a/Il1b/Dpp4/Nr4a3/Tnfsf9/Adam8/Malt1/Ceacam1/Itga4/Cd244a/Gcnt2/Cd44/Epcam/Cd81/Tnfaip3/Cd9/Nfkbiz/H2-DMa/Aif1/F11r/Cd74/Cd83/H2-Ab1/Igf1/H2-Aa/Spn/Itgal",27
"GO:0002683","GO:0002683","negative regulation of immune system process","28/260","462/23328",3.99776846765843e-13,1.20166257190366e-10,8.30413660650453e-11,"Cd24a/H2-Oa/Dpp4/Siglecg/Klrb1b/Il1rl1/Fgr/Ceacam1/Pglyrp1/Samsn1/Grn/Cd44/Ezr/Mmp12/Axl/Tnfaip3/Dusp1/Zfp36/Gpr171/Nfkbia/Cd74/H2-Ab1/Igf1/H2-Aa/Tmem176a/Tmem176b/Spn/Zfp36l1",28
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","9/260","21/23328",6.04313382249233e-13,1.58369975886829e-10,1.09442196576835e-10,"H2-DMb2/H2-Oa/H2-DMb1/Ctss/H2-DMa/Cd74/H2-Eb1/H2-Ab1/H2-Aa",9
"GO:0045785","GO:0045785","positive regulation of cell adhesion","27/260","435/23328",6.14688012868201e-13,1.58369975886829e-10,1.09442196576835e-10,"Cd24a/Il1b/Dpp4/Nr4a3/Tnfsf9/Adam8/Malt1/Ceacam1/Itga4/Cd244a/Gcnt2/Flna/Cd44/Cd81/Tgm2/Nfkbiz/H2-DMa/Aif1/F11r/Cd74/Cd83/Dab2/H2-Ab1/Igf1/H2-Aa/Spn/Itgal",27
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","9/260","22/23328",1.01278427886516e-12,2.43540859591109e-10,1.68299871744049e-10,"H2-DMb2/H2-Oa/H2-DMb1/Ctss/H2-DMa/Cd74/H2-Eb1/H2-Ab1/H2-Aa",9
"GO:0050870","GO:0050870","positive regulation of T cell activation","19/260","200/23328",1.2010128874643e-12,2.70753342817732e-10,1.87105165626017e-10,"Cd24a/Il1b/Dpp4/Tnfsf9/Adam8/Malt1/Ceacam1/Cd244a/Cd81/Nfkbiz/H2-DMa/Aif1/Cd74/Cd83/H2-Ab1/Igf1/H2-Aa/Spn/Itgal",19
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","22/260","309/23328",6.48869953395724e-12,1.37674936582257e-09,9.51408080273111e-10,"Cd24a/Il1b/Dpp4/Nr4a3/Tnfsf9/Adam8/Malt1/Ceacam1/Itga4/Cd244a/Cd44/Cd81/Nfkbiz/H2-DMa/Aif1/Cd74/Cd83/H2-Ab1/Igf1/H2-Aa/Spn/Itgal",22
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","9/260","27/23328",9.08978174266720e-12,1.73757969804327e-09,1.20076130476309e-09,"H2-DMb2/H2-Oa/H2-DMb1/Ctss/H2-DMa/Cd74/H2-Eb1/H2-Ab1/H2-Aa",9
"GO:0072676","GO:0072676","lymphocyte migration","14/260","103/23328",9.15276247929638e-12,1.73757969804327e-09,1.20076130476309e-09,"Itgb7/Ccl17/Adam8/Itga4/Ccl9/Ccl6/Aif1/Ccl22/F11r/Cxcl16/Stk10/Slc12a2/Spn/Itgal",14
