"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050900","GO:0050900","leukocyte migration","17/70","360/23328",4.10640356725531e-16,7.56399537088429e-13,4.89742657021081e-13,"Trem2/Ecm1/Cxcl2/Ccl12/Pf4/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Mmp9/Ccl24/Mpp1/Ednrb/Ccl7/Gas6/Ccl8",17
"GO:0030595","GO:0030595","leukocyte chemotaxis","14/70","219/23328",3.30397728201172e-15,2.0286420511552e-12,1.31347588088396e-12,"Cxcl2/Ccl12/Pf4/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Ccl24/Mpp1/Ednrb/Ccl7/Gas6/Ccl8",14
"GO:0097529","GO:0097529","myeloid leukocyte migration","14/70","219/23328",3.30397728201172e-15,2.0286420511552e-12,1.31347588088396e-12,"Trem2/Cxcl2/Ccl12/Pf4/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Ccl24/Mpp1/Ednrb/Ccl7/Ccl8",14
"GO:0060326","GO:0060326","cell chemotaxis","14/70","303/23328",2.90006737220342e-13,1.33548102489968e-10,8.64677982291178e-11,"Cxcl2/Ccl12/Pf4/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Ccl24/Mpp1/Ednrb/Ccl7/Gas6/Ccl8",14
"GO:0002685","GO:0002685","regulation of leukocyte migration","12/70","217/23328",2.04841254348524e-12,7.54635181019962e-10,4.88600297214479e-10,"Trem2/Ecm1/Ccl12/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Mmp9/Ccl24/Mpp1/Gas6",12
"GO:0071621","GO:0071621","granulocyte chemotaxis","10/70","126/23328",4.43571577404187e-12,1.36176474263085e-09,8.8169578455955e-10,"Cxcl2/Ccl12/Pf4/Csf1r/C3ar1/C5ar1/Ccl24/Mpp1/Ccl7/Ccl8",10
"GO:0071674","GO:0071674","mononuclear cell migration","9/70","89/23328",6.08042794590766e-12,1.60002118233742e-09,1.03595862597194e-09,"Ccl12/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Ccl24/Ccl7/Ccl8",9
"GO:0030593","GO:0030593","neutrophil chemotaxis","9/70","99/23328",1.61728687103576e-11,3.72380302055985e-09,2.41103424326779e-09,"Cxcl2/Ccl12/Pf4/C3ar1/C5ar1/Ccl24/Mpp1/Ccl7/Ccl8",9
"GO:0097530","GO:0097530","granulocyte migration","10/70","155/23328",3.52711232217559e-11,6.9256530516957e-09,4.48412189700624e-09,"Cxcl2/Ccl12/Pf4/Csf1r/C3ar1/C5ar1/Ccl24/Mpp1/Ccl7/Ccl8",10
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","10/70","156/23328",3.75985507692492e-11,6.9256530516957e-09,4.48412189700624e-09,"Trem2/Ccl12/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Mmp9/Ccl24/Gas6",10
"GO:1990266","GO:1990266","neutrophil migration","9/70","124/23328",1.24972783816314e-10,2.09272607081501e-08,1.35496807716635e-08,"Cxcl2/Ccl12/Pf4/C3ar1/C5ar1/Ccl24/Mpp1/Ccl7/Ccl8",9
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway","7/70","60/23328",5.4797927370197e-10,8.41148185132524e-08,5.4461448868801e-08,"Trem2/Cxcl2/Ccl12/Pf4/Ccl24/Ccl7/Ccl8",7
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","10/70","216/23328",9.18964396827664e-10,1.30210186073581e-07,8.43066122757686e-08,"Trem2/Cd36/Ccl12/Apoe/Csf1r/C5ar1/Ccl24/Ccl7/Gas6/Ccl8",10
"GO:1990868","GO:1990868","response to chemokine","7/70","70/23328",1.66113114000292e-09,2.03986903992359e-07,1.32074496956022e-07,"Trem2/Cxcl2/Ccl12/Pf4/Ccl24/Ccl7/Ccl8",7
"GO:1990869","GO:1990869","cellular response to chemokine","7/70","70/23328",1.66113114000292e-09,2.03986903992359e-07,1.32074496956022e-07,"Trem2/Cxcl2/Ccl12/Pf4/Ccl24/Ccl7/Ccl8",7
"GO:0045765","GO:0045765","regulation of angiogenesis","11/70","320/23328",2.87111771995043e-09,3.24192305685055e-07,2.09903355815285e-07,"Anxa3/Cd36/Ecm1/Stab1/Pf4/Rhob/C3ar1/C5ar1/Mmp9/Ccl24/Hmox1",11
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","8/70","121/23328",2.99200282119758e-09,3.24192305685055e-07,2.09903355815285e-07,"Ccl12/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Mpp1/Gas6",8
"GO:1901342","GO:1901342","regulation of vasculature development","11/70","356/23328",8.67937076213651e-09,8.88188941325303e-07,5.7507175868425e-07,"Anxa3/Cd36/Ecm1/Stab1/Pf4/Rhob/C3ar1/C5ar1/Mmp9/Ccl24/Hmox1",11
"GO:0002548","GO:0002548","monocyte chemotaxis","6/70","57/23328",1.88636064827583e-08,1.82877700743372e-06,1.18407014653546e-06,"Ccl12/Pla2g7/Lgmn/Ccl24/Ccl7/Ccl8",6
"GO:0050920","GO:0050920","regulation of chemotaxis","9/70","224/23328",2.31215945935497e-08,2.12949886206593e-06,1.37877719339431e-06,"Trem2/Ccl12/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Mpp1/Gas6",9
