"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050900","GO:0050900","leukocyte migration","36/294","360/23328",6.23945214718045e-22,2.37723126807575e-18,1.60189724073401e-18,"Trem2/Ecm1/Cxcl2/Ccl12/Pf4/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Mmp9/Ccl24/Mpp1/Ednrb/Ccl7/Gas6/Ccl8/Itga4/Ccl9/Cd81/Ccl6/Cx3cr1/Pde4b/Cd9/Aif1/Ccl22/Dusp1/F11r/Cxcl16/Cd74/Stk10/Slc12a2/Spn/Itgal/Pecam1/Eps8",36
"GO:0097529","GO:0097529","myeloid leukocyte migration","25/294","219/23328",6.61866772233622e-17,1.26085620110505e-13,8.49627924988318e-14,"Trem2/Cxcl2/Ccl12/Pf4/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Ccl24/Mpp1/Ednrb/Ccl7/Ccl8/Ccl9/Cd81/Ccl6/Cx3cr1/Pde4b/Cd9/Aif1/Ccl22/Dusp1/Cd74/Pecam1",25
"GO:0060326","GO:0060326","cell chemotaxis","28/294","303/23328",2.24953996106987e-16,2.85691575055873e-13,1.92513261931558e-13,"Cxcl2/Ccl12/Pf4/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Ccl24/Mpp1/Ednrb/Ccl7/Gas6/Ccl8/Ccl9/Tiam1/Ccrl2/Ccl6/Cx3cr1/Pde4b/Nr4a1/Aif1/Ccl22/Dusp1/Cxcl16/Cd74/Slc12a2/Fgfr1",28
"GO:0030595","GO:0030595","leukocyte chemotaxis","24/294","219/23328",7.21190045812639e-16,6.86933518636539e-13,4.62890137299218e-13,"Cxcl2/Ccl12/Pf4/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Ccl24/Mpp1/Ednrb/Ccl7/Gas6/Ccl8/Ccl9/Ccl6/Cx3cr1/Pde4b/Aif1/Ccl22/Dusp1/Cxcl16/Cd74/Slc12a2",24
"GO:0072676","GO:0072676","lymphocyte migration","17/294","103/23328",1.39489667456512e-14,1.06291126601862e-11,7.16242734581963e-12,"Ecm1/Ccl12/Ccl24/Ccl7/Gas6/Ccl8/Itga4/Ccl9/Ccl6/Aif1/Ccl22/F11r/Cxcl16/Stk10/Slc12a2/Spn/Itgal",17
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","28/294","372/23328",4.15331007986813e-14,2.26058734347108e-11,1.52329673455615e-11,"Ctsl/Ecm1/Ang/Ccl12/Apoe/C5ar1/Ccl24/Ednrb/Hmox1/Ceacam1/Itga4/Uhrf1/Hmgn1/Glul/Grn/Aldh1a2/Mmp12/Ccnd1/Ccnd2/Tnfaip3/Jun/Tgfbr1/Nr4a1/Zfp36/Dab2/Igf1/Zfp36l1/Fgfr1",28
"GO:0050727","GO:0050727","regulation of inflammatory response","28/294","372/23328",4.15331007986813e-14,2.26058734347108e-11,1.52329673455615e-11,"Trem2/Pmp22/Apoe/Ccl24/Ednrb/Il1r2/Ctsc/Pglyrp1/Grn/Lpl/Metrnl/Cd44/Cd200r4/Cd81/Ctss/Tnfaip3/Tgm2/Cx3cr1/Nfkbiz/Zfp36/Nfkbia/Lilra5/Igf1/Socs3/Ace/Fabp4/Spn/Fgfr1",28
"GO:0002685","GO:0002685","regulation of leukocyte migration","22/294","217/23328",6.09983324257719e-14,2.90504558177739e-11,1.95756490508497e-11,"Trem2/Ecm1/Ccl12/Pla2g7/Csf1r/C3ar1/Lgmn/C5ar1/Mmp9/Ccl24/Mpp1/Gas6/Itga4/Cd81/Cx3cr1/Cd9/Aif1/Dusp1/Cd74/Stk10/Spn/Pecam1",22
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","26/294","325/23328",8.49891581017276e-14,3.5978743596398e-11,2.42442756269139e-11,"Trem2/Cd36/Ccl12/Apoe/Csf1r/C5ar1/Ccl24/Ccl7/Gas6/Ccl8/Gcnt2/Ccl9/Cd44/Ezr/Tiam1/Ccl6/Jun/Atf3/Ccl22/Scimp/Dusp1/Cd74/Dab2/Igf1/Trf/Zfp36l1",26
"GO:0034341","GO:0034341","response to interferon-gamma","18/294","137/23328",1.39619315793361e-13,5.31949593172704e-11,3.58454222336849e-11,"Irf8/Ccl12/Slc11a1/Ccl24/Ccl7/Ccl8/Ccl9/Zyx/Actg1/Gsn/Rab7b/Ccl6/Ccl22/Cxcl16/Mrc1/H2-Eb1/H2-Ab1/H2-Aa",18
